FILENAME,TITLE,SOURCE,DATE PUBLISHED,URL
CBC/NewStudyIndicatesChemicalsFromGrocery.txt,New study indicates chemicals from grocery stickers may be leaching into foods. Here's what you need to know,CBC,2023-04-06,https://www.cbc.ca/news/canada/kitchener-waterloo/bps-food-labels-1.6792373
CBC/WhyPlantNativeSeedsInYour.txt,Why plant native seeds in your backyard? This B.C. ethnobotanist explains,CBC,2023-04-16,https://www.cbc.ca/news/canada/british-columbia/native-plants-garden-spring-1.6809917
CBC/IsItJustClutterOrDo.txt,Is it just clutter or do you have a hoarding disorder? A counsellor explains,CBC,2023-04-02,https://www.cbc.ca/news/canada/british-columbia/spring-cleaning-clutter-hoarding-disorder-1.6797098
CBC/WhoWasBehindTheCyberattackOn.txt,Who was behind the cyberattack on N.L.'s health-care system? A security expert explains,CBC,2023-03-17,https://www.cbc.ca/news/canada/newfoundland-labrador/nl-cyberattack-explained-1.6781977
CBC/SoManyPeopleHaveDumpedTheir.txt,"So many people have dumped their pet turtles that it's threatening B.C. species, says biologist",CBC,2023-05-07,https://www.cbc.ca/news/canada/invasive-turtles-pets-bc-1.6831313
CBC/WhyDisposableVapesAreBecomingAn.txt,Why disposable vapes are becoming an environmental liability,CBC,2023-05-05,https://www.cbc.ca/news/science/what-on-earth-disposable-vapes-1.6832312
CBC/Meet2PhdStudentsWhoAre.txt,Meet 2 PhD students who are trying to make environmental field work more accessible,CBC,2023-04-28,https://www.cbc.ca/news/science/what-on-earth-environmental-field-work-1.6824554
CBC/RestoringNatureCanLeadToFewer.txt,"Restoring nature can lead to fewer road repairs, Alberta study shows",CBC,2023-04-13,https://www.cbc.ca/news/science/what-on-earth-road-repairs-flooding-1.6809436
CNN/BatsUseTheSameTechniquesAs.txt,"      Bats use the same techniques as death metal singers to vocalize, study finds    ",CNN,2022-11-29,https://www.cnn.com/2022/11/29/world/bats-death-metal-growls-scn-trnd/index.html
CNN/UniqueFossilSiteDiscoveredInWales.txt,      Unique fossil site discovered in Wales reveals early life forms    ,CNN,2023-05-01,https://www.cnn.com/2023/05/01/world/wales-fossil-site-scn/index.html
CNN/BuriedTreasureIncludingNearly200Roman.txt,"      Buried treasure, including nearly 200 Roman coins, found in Italy    ",CNN,2023-05-01,https://www.cnn.com/2023/05/01/world/roman-coins-buried-treasure-italy-scn/index.html
CNN/TheSearchFor100000NewSpecies.txt,"      The search for 100,000 new species in Earth’s oceans    ",CNN,2023-04-29,https://www.cnn.com/2023/04/29/world/ocean-species-science-newsletter-wt-scn/index.html
CNN/AlmostTwothirdsOfElephantHabitatLost.txt,"      Almost two-thirds of elephant habitat lost across Asia, study finds    ",CNN,2023-04-27,https://www.cnn.com/2023/04/27/asia/elephant-habitat-loss-asia-scn-intl-hnk/index.html
CNN/WhyTheNorthernAndSouthernLights.txt,      Why the northern and southern lights appear to be so active right now    ,CNN,2023-04-24,https://www.cnn.com/2023/04/24/world/aurora-northern-southern-lights-explainer-scn/index.html
CNN/RisingSeaLevelsMayHaveForced.txt,      Rising sea levels may have forced the Vikings out of a successful settlement    ,CNN,2023-04-18,https://www.cnn.com/2023/04/18/world/vikings-greenland-rising-sea-levels-scn/index.html
CNN/ElephantSealsEnterSleepSpiralDuring.txt,      Elephant seals enter ‘sleep spiral’ during deep ocean dives    ,CNN,2023-04-20,https://www.cnn.com/2023/04/20/world/sleep-diving-seals-scn/index.html
CNN/WhenYouGiveAWormWeed.txt,"      When you give a worm weed, it gets the munchies, researchers find    ",CNN,2023-04-20,https://www.cnn.com/2023/04/20/world/worms-munchies-study-scn/index.html
CNN/PlantsThatDevourInsectsCouldBe.txt,      Plants that devour insects could be luring prey with signature scents    ,CNN,2023-04-19,https://www.cnn.com/2023/04/19/world/carnivorous-pitcher-plants-scents-scn/index.html
CNN/BatsAreAnEvolutionaryMysteryThis.txt,      Bats are an evolutionary mystery. This fossil could fill in a piece of the puzzle    ,CNN,2023-04-13,https://www.cnn.com/2023/04/13/americas/oldest-known-bat-fossils-reveal-new-species-scn/index.html
CNN/3000YearoldHairsHoldTheOldestClues.txt,"      3,000-year-old hairs hold the oldest clues about psychoactive drug use in Europe    ",CNN,2023-04-10,https://www.cnn.com/2023/04/10/world/ancient-drug-use-hair-europe-scn/index.html
CNN/YourPollenAllergiesAreOverwhelmingThis.txt,      Your pollen allergies are overwhelming? This might be why    ,CNN,2023-03-08,https://www.cnn.com/2023/03/08/health/allergy-season-early-pollen-wellness-climate/index.html
CNN/MessyEatingHabitsMightRevealElusive.txt,      Messy eating habits might reveal elusive black hole    ,CNN,2023-04-25,https://www.cnn.com/2023/04/25/world/intermediate-mass-black-holes-scn/index.html
CNN/MarsupialSabertoothHadMassiveCaninesWith.txt,      ‘Marsupial sabertooth’ had massive canines with roots that grew over the top of its skull    ,CNN,2023-03-21,https://www.cnn.com/2023/03/21/world/marsupial-sabertooth-vision-scn/index.html
CNN/EarthsDriestPlaceShowsWhyIt.txt,      Earth’s driest place shows why it may be harder than we thought to find signs of life on Mars    ,CNN,2023-02-21,https://www.cnn.com/2023/02/21/world/atacama-desert-life-mars-scn/index.html
CNN/NoAliensArentHereHeresWhat.txt,"      No, aliens aren’t here. Here’s what high-altitude balloons are used for    ",CNN,2023-02-14,https://www.cnn.com/2023/02/14/world/spy-balloon-science-weather-uses-scn/index.html
CNN/DoesHavingATeenFeelLike.txt,"      Does having a teen feel like living with a chimpanzee? You may not be far off, study shows    ",CNN,2023-01-30,https://www.cnn.com/2023/01/30/health/teens-chimpanzees-scn-wellness/index.html
CNN/AddingExerciseIntoTreatmentMayReduce.txt,"      Adding exercise into treatment may reduce substance use, study shows    ",CNN,2023-04-26,https://www.cnn.com/2023/04/26/health/physical-activity-addiction-wellness/index.html
GLOBE_AND_MAIL/MapOfDarkMatterShedsNew.txt,Map of dark matter sheds new light on forces shaping the universe ,GLOBE AND MAIL,2023-04-11,https://www.theglobeandmail.com/business/technology/science/article-map-of-dark-matter-sheds-new-light-on-forces-shaping-the-universe/
GLOBE_AND_MAIL/ExcessiveHeatFromClimateChangeIs.txt,"Excessive heat from climate change is key factor in Horn of Africa drought, scientists find",GLOBE AND MAIL,2023-04-27,https://www.theglobeandmail.com/world/article-excessive-heat-from-climate-change-is-key-factor-in-horn-of-africa/
GLOBE_AND_MAIL/FusionBreakthroughCouldBeClimateEnergy.txt,"Fusion breakthrough could be climate, energy game-changer",GLOBE AND MAIL,2022-12-13,https://www.theglobeandmail.com/canada/article-nuclear-fusion-breakthrough-us-announcement/
GLOBE_AND_MAIL/HowAidrivenLabsWillFasttrackThe.txt,How AI-driven labs will fast-track the future of everything,GLOBE AND MAIL,2023-04-28,https://www.theglobeandmail.com/business/article-ai-labs-future-research/
GLOBE_AND_MAIL/SpidersAreStuckInAWeb.txt,Spiders are stuck in a web of misinformation. Scientists hope to free them,GLOBE AND MAIL,2023-04-15,https://www.theglobeandmail.com/canada/article-spiders-are-stuck-in-a-web-of-misinformation-scientists-hope-to-free/
GLOBE_AND_MAIL/HowABiologicalCacophonyOfFish.txt,How a ‘biological cacophony’ of fish sounds could help scientists understand ocean world,GLOBE AND MAIL,2023-01-24,https://www.theglobeandmail.com/canada/article-fish-sounds-could-help-scientists-understand-their-ocean-world-2/
GLOBE_AND_MAIL/ScientistsEnvisionTheSchoolOfCosmic.txt,Scientists envision the School of Cosmic Future to aid a planet on the brink,GLOBE AND MAIL,2023-04-22,https://www.theglobeandmail.com/canada/article-scientists-envision-the-school-of-cosmic-future-to-aid-a-planet-on-the/
GLOBE_AND_MAIL/LifesciencesResearchFacilitiesSproutingInVancouvers.txt,Life-sciences research facilities sprouting in Vancouver’s South Flatz,GLOBE AND MAIL,2023-04-04,https://www.theglobeandmail.com/business/industry-news/property-report/article-life-sciences-research-facilities-sprouting-in-vancouvers-south-flatz/
GLOBE_AND_MAIL/FightToCurbFoodWasteIncreasingly.txt,Fight to curb food waste increasingly turns to science,GLOBE AND MAIL,2022-12-09,https://www.theglobeandmail.com/business/international-business/article-fight-to-curb-food-waste-increasingly-turns-to-science/
GLOBE_AND_MAIL/TheScienceOfMakingAndKeeping.txt,"The science of making and keeping friends, and why psychologist Marisa Franco says it might help you live longer",GLOBE AND MAIL,2023-02-22,https://www.theglobeandmail.com/arts/books/article-psychologist-marisa-franco-on-the-science-of-making-and-keeping/
GLOBE_AND_MAIL/WantToLiveLongerStopFocusing.txt,"Want to live longer? Stop focusing on a single food and consider your overall diet, study suggests",GLOBE AND MAIL,2023-01-16,https://www.theglobeandmail.com/life/health-and-fitness/article-want-to-live-longer-stop-focusing-on-a-single-food-and-consider-your/
GLOBE_AND_MAIL/PediatriciansCanAccuratelyDiagnoseAutismSpectrum.txt,"Pediatricians can accurately diagnose autism spectrum disorder in many cases, new study suggests",GLOBE AND MAIL,2023-01-25,https://www.theglobeandmail.com/canada/article-autism-diagnose-pediatricians/
GLOBE_AND_MAIL/DaylightSavingsTimeSleepTipsIf.txt,Daylight savings time: Sleep tips if the spring forward wrecks your rest,GLOBE AND MAIL,2023-03-11,https://www.theglobeandmail.com/life/article-how-to-sleep-better/
GLOBE_AND_MAIL/WantAHealthyGutNewResearch.txt,Want a healthy gut? New research shows how exercise can help,GLOBE AND MAIL,2023-04-03,https://www.theglobeandmail.com/life/health-and-fitness/article-healthy-gut-exercise-research/
GLOBE_AND_MAIL/CanExerciseHelpBrainHealthWhat.txt,Can exercise help brain health? What two conflicting studies tell us,GLOBE AND MAIL,2023-04-10,https://www.theglobeandmail.com/life/health-and-fitness/article-exercise-cognitive-benefits/
GLOBE_AND_MAIL/WellnessNewsSleepinspiredGetawaysStayingFit.txt,"Wellness news: Sleep-inspired getaways, staying fit on the fly and Cloudsurfer runners that soften your step",GLOBE AND MAIL,2023-04-15,https://www.theglobeandmail.com/life/article-wellness-cloudsurfer-shoes-fitbench/
GLOBE_AND_MAIL/AntiinflammatoryDietImprovesFemaleFertilityStudy.txt,"Anti-inflammatory diet improves female fertility, study finds",GLOBE AND MAIL,2022-12-12,https://www.theglobeandmail.com/life/health-and-fitness/article-anti-inflammatory-diet-improves-female-fertility-study-finds/
GLOBE_AND_MAIL/FillingUpOnFlavonolsMaySlow.txt,"Filling up on flavonols may slow memory loss, finds study",GLOBE AND MAIL,2022-12-05,https://www.theglobeandmail.com/life/health-and-fitness/article-filling-up-on-flavonols-may-slow-memory-loss-finds-study/
GLOBE_AND_MAIL/AtRiskForDiabetesALowcarb.txt,"At risk for diabetes? A low-carb diet may help, study suggests",GLOBE AND MAIL,2022-11-07,https://www.theglobeandmail.com/life/health-and-fitness/article-diabetes-low-carb-diet/
MASSIVE_SCI/ToSaveTheReefsSaveThe.txt,"To save the reefs, save the trees and the soil they grow in",MASSIVE SCI,2021-11-22,https://massivesci.com/articles/soil-runoff-reef-tree-planting/
MASSIVE_SCI/ThisEarthDayTurnYourFuneral.txt,"This Earth Day, turn your funeral into an ecoburial",MASSIVE SCI,2021-04-22,https://massivesci.com/articles/ecofriendly-cremation-burial-eternal-reefs-sustainability-earth-day/
MASSIVE_SCI/HawksbillSeaTurtlesAreAdventurousDuring.txt,Hawksbill sea turtles are adventurous during the day but keep to the reef at night,MASSIVE SCI,2021-08-16,https://massivesci.com/notes/sea-turtle-habitat-us-virgin-islands/
MASSIVE_SCI/ChangingYourMicrobiomeCouldBeAs.txt,Changing your microbiome could be as easy as taking a walk in the park,MASSIVE SCI,2021-06-25,https://massivesci.com/articles/outdoor-green-space-microbiome-benefits-soil-air/
MASSIVE_SCI/NewEvidenceForTheFirstLife.txt,New evidence for the first life on land comes from an ancient microbial fingerprint,MASSIVE SCI,2020-09-16,https://massivesci.com/articles/bacterial-soil-crust-first-life-land-evolved/
MASSIVE_SCI/WildfiresAreBurningWithAnIntensity.txt,Wildfires are burning with an intensity that microbial communities haven’t evolved to endure,MASSIVE SCI,2020-08-19,https://massivesci.com/articles/soil-wildfires-synthetic-biology/
MASSIVE_SCI/FarawayCitiesAreSendingTheirHeat.txt,Faraway cities are sending their heat to the Arctic's ecosystem,MASSIVE SCI,2020-05-04,https://massivesci.com/articles/urban-heating-greening-climate-change-arctic/
MASSIVE_SCI/WildfiresInCanadaAreBurningDown.txt,Wildfires in Canada are burning down forests of mushrooms,MASSIVE SCI,2019-08-19,https://massivesci.com/articles/wildfire-boreal-forest-fungal-diversity-climate-change-healthy-soil-ecosystem/
MASSIVE_SCI/ClimateChangeIsTopplingTreeFrogs.txt,Climate change is toppling tree frogs from rainforest canopies,MASSIVE SCI,2020-07-13,https://massivesci.com/articles/tree-frogs-canopy-treetops-rainforest-climate-change/
MASSIVE_SCI/GeneticEngineeringCanSaveTheAmerican.txt,Genetic engineering can save the American chestnut tree from a deadly fungus,MASSIVE SCI,2020-12-18,https://massivesci.com/articles/chestnut-tree-genetic-engineering-blight-fungus-resistance/
MASSIVE_SCI/TheGenesOf600YearoldGinkgoTrees.txt,The genes of 600-year-old ginkgo trees are just as active as their teenage counterparts ,MASSIVE SCI,2020-06-01,https://massivesci.com/articles/gingko-tree-longevity-gene-activity-evolutionarily-unique/
MASSIVE_SCI/ClimateChangeWillMakeAllergySufferers.txt,Climate change will make allergy sufferers suffer a little bit longer each year,MASSIVE SCI,2020-05-18,https://massivesci.com/articles/seasonal-allergies-pollen-climate-change-ragweed/
MASSIVE_SCI/AClimateChangeAnUnstoppableMovement.txt,A Climate Change: An Unstoppable Movement Takes Hold ,MASSIVE SCI,2019-10-03,https://massivesci.com/articles/un-climate-action-guterres-secretary-general/
MASSIVE_SCI/ScientistsTurnToAChemicalTrick.txt,Scientists turn to a chemical trick to fool flies into eating bitter chow,MASSIVE SCI,2021-06-01,https://massivesci.com/notes/bitter-flies-drosophila-taste-toxic-chemistry/
MASSIVE_SCI/BacillusBacteriaCanKeepFruitsAnd.txt,Bacillus bacteria can keep fruits and vegetables free of Listeria,MASSIVE SCI,2021-01-23,https://massivesci.com/notes/bacillus-listeria-biocontrol-fruits-vegetables/
MASSIVE_SCI/SugarMayTriggerInflammatoryBowelDisease.txt,Sugar may trigger inflammatory bowel disease by breaking down gut mucus,MASSIVE SCI,2021-01-13,https://massivesci.com/articles/ibd-sugar-western-diet-microbiome/
MASSIVE_SCI/MisinformationIsKeepingInvasiveDestructiveLionfish.txt,"Misinformation is keeping invasive, destructive lionfish around",MASSIVE SCI,2020-11-16,https://massivesci.com/articles/lionfish-food-invasive-species-venon-cooking-virgin-islands/
MASSIVE_SCI/ScientistsFindAShortcutToMake.txt,Scientists find a shortcut to make a rare — and possibly healthier — sugar,MASSIVE SCI,2020-09-07,https://massivesci.com/articles/rare-sugar-chemistry-nutrition-organic/
MASSIVE_SCI/CouldWildFisheriesKeepUsAlive.txt,Could wild fisheries keep us alive after a global nuclear war?,MASSIVE SCI,2020-12-22,https://massivesci.com/notes/nuclear-war-fish-fisheries-doomsday/
MASSIVE_SCI/DontFeedTheBearsItShortens.txt,Don't feed the bears. It shortens their telomeres,MASSIVE SCI,2020-05-06,https://massivesci.com/articles/should-humans-feed-bears-hibernation-telomeres/
NATIONAL_GEOGRAPHIC/HowCanYouTellIfA.txt,How can you tell if a photo is AI generated? Here are some tips.,NATIONAL GEOGRAPHIC,2023-04-20,https://www.nationalgeographic.com/science/article/how-can-you-tell-if-a-photo-is-ai-generated-here-are-some-tips
NATIONAL_GEOGRAPHIC/CanTrackingYourPeriodLeadTo.txt,Can tracking your period lead to a better workout?,NATIONAL GEOGRAPHIC,2023-04-19,https://www.nationalgeographic.com/science/article/menstrual-cycle-exercise-sync-myth-science
NATIONAL_GEOGRAPHIC/PlantsCanTalkYesReallyHeres.txt,"Plants can talk. Yes, really. Here’s how.",NATIONAL GEOGRAPHIC,2023-04-12,https://www.nationalgeographic.com/science/article/plants-can-talk-yes-really-heres-how
NATIONAL_GEOGRAPHIC/HowAmberCreatesExquisiteFossils.txt,​How amber creates exquisite fossils,NATIONAL GEOGRAPHIC,2023-04-06,https://www.nationalgeographic.com/science/article/what-is-amber-fossils-science
NATIONAL_GEOGRAPHIC/ProbioticsPrebioticsPostbioticsWhatsTheDifference.txt,"Probiotics, prebiotics, postbiotics. What’s the difference?",NATIONAL GEOGRAPHIC,2023-03-30,https://www.nationalgeographic.com/science/article/probiotics-prebiotics-postbiotics-the-difference-microbiome-fermentation-yogurt
NATIONAL_GEOGRAPHIC/WhyDoSomeLoveToExercise.txt,Why do some love to exercise? It might be their microbiome.,NATIONAL GEOGRAPHIC,2023-03-24,https://www.nationalgeographic.com/science/article/why-people-love-exercise-microbiome
NATIONAL_GEOGRAPHIC/AsteroidsVsCometsHowDoThey.txt,"Asteroids vs. comets: How do they differ, and do they pose a threat to Earth?",NATIONAL GEOGRAPHIC,2023-03-24,https://www.nationalgeographic.com/science/article/asteroids-comets
NATIONAL_GEOGRAPHIC/ColonCancerIsRisingAmongYoung.txt,Colon cancer is rising among young adults. Here are signs to watch for.,NATIONAL GEOGRAPHIC,2023-03-16,https://www.nationalgeographic.com/science/article/colon-cancer-increasing-young-adults-symptoms
NATIONAL_GEOGRAPHIC/WhatIsTheMultiverseandIsThere.txt,What is the multiverse—and is there any evidence it really exists?,NATIONAL GEOGRAPHIC,2023-03-13,https://www.nationalgeographic.com/science/article/what-is-the-multiverse
NATIONAL_GEOGRAPHIC/WhyEveningsCanBeHarderOn.txt,Why evenings can be harder on people with dementia—and how to cope,NATIONAL GEOGRAPHIC,2023-03-02,https://www.nationalgeographic.com/science/article/sundowning-syndrome-symptoms-causes-treatments
NATIONAL_GEOGRAPHIC/HowLivingNearARailroadCan.txt,How living near a railroad can harm your health,NATIONAL GEOGRAPHIC,2023-02-22,https://www.nationalgeographic.com/science/article/health-risks-living-near-railroads-east-palestine-trains
NATIONAL_GEOGRAPHIC/WhatCausesEarthquakes.txt,What causes earthquakes?,NATIONAL GEOGRAPHIC,2023-02-06,https://www.nationalgeographic.com/environment/article/earthquakes
NATIONAL_GEOGRAPHIC/AGreenCometIsPassingBy.txt,A green comet is passing by Earth. Here’s how to see it.,NATIONAL GEOGRAPHIC,2023-02-01,https://www.nationalgeographic.com/science/article/how-to-see-green-comet-c2022-e3-ztf
NATIONAL_GEOGRAPHIC/TheScienceBehindSeasonalDepression.txt,The science behind seasonal depression,NATIONAL GEOGRAPHIC,2023-01-27,https://www.nationalgeographic.com/science/article/seasonal-affective-disorder-depression-winter-blues
NATIONAL_GEOGRAPHIC/FeelingSickHeresHowDifferentCold.txt,Feeling sick? Here’s how different cold and flu drugs work,NATIONAL GEOGRAPHIC,2023-01-11,https://www.nationalgeographic.com/science/article/feeling-under-the-weather-heres-how-different-common-drugs-work
NATIONAL_GEOGRAPHIC/ScientistsJustMappedHawaiisVolcanicUnderbelly.txt,Scientists just mapped Hawaii’s volcanic underbelly in stunning detail,NATIONAL GEOGRAPHIC,2022-12-22,https://www.nationalgeographic.com/science/article/scientists-mapped-hawaiis-volcanic-underbelly-in-stunning-detail
NATIONAL_GEOGRAPHIC/ScientistsAchieveABreakthroughInNuclear.txt,Scientists achieve a breakthrough in nuclear fusion. Here’s what it means.,NATIONAL GEOGRAPHIC,2022-12-13,https://www.nationalgeographic.com/science/article/scientists-achieve-breakthrough-nuclear-fusion
NATIONAL_GEOGRAPHIC/HawaiisMaunaLoaEruptsForThe.txt,Hawaii’s Mauna Loa erupts for the first time in 38 years. What happens next?,NATIONAL GEOGRAPHIC,2022-11-28,https://www.nationalgeographic.com/science/article/hawaii-mauna-loa-erupts-largest-active-volcano-reawakens
NATIONAL_GEOGRAPHIC/RsvIsSurgingAmongKidsheresWhat.txt,RSV is surging among kids—here's what you need to know,NATIONAL GEOGRAPHIC,2022-11-01,https://www.nationalgeographic.com/science/article/rsv-is-surging-among-kids-but-scientists-have-a-plan-to-stop-it
NATIONAL_OBSERVER/HowLightPollutionIsUpendingThe.txt,How light pollution is upending the natural world,NATIONAL OBSERVER,2023-03-09,https://www.nationalobserver.com/2023/03/09/news/light-pollution-upending-natural-world
NATIONAL_OBSERVER/ADeepDiveIntoHfcsOne.txt,"A deep dive into HFCs, one of Canada’s fastest-growing climate problems",NATIONAL OBSERVER,2023-04-21,https://www.nationalobserver.com/2023/04/21/analysis/deep-dive-hfcs-one-canadas-fastest-growing-climate-problems
NATIONAL_OBSERVER/AnalysisOfAntiindigenousRacismInHospitals.txt,"Analysis of anti-Indigenous racism in hospitals reveals pattern of harm, no tracking mechanism",NATIONAL OBSERVER,2023-04-11,https://www.nationalobserver.com/2023/04/11/investigations/anti-indigenous-racism-health-care
NATIONAL_OBSERVER/DeepseaMiningCouldBeGreenlitIn.txt,Deep-sea mining could be greenlit in summer despite unknown environmental risks,NATIONAL OBSERVER,2023-04-18,https://www.nationalobserver.com/2023/04/18/news/deep-sea-mining-could-be-greenlit-summer-despite-unknown-environmental-risks
